LocationHistoryID*	AuthorizedBy	Location* - do not change	LocationDate	LocationStatus	PrimaryKey_Object_Table	o_Accession_Full_ID	o_ItemType	topLevelLocation	childStorageLocation	childType	Location_refined	UniqueRooms	Room	Shelf/Drawer	Box	Library No.	Old Locations
3579	ValH	Storeroom NB9 (1)	04/02/2004	Stored	5330	MA1972.21	Museum Artefact	Museum Store	NB9 (1)	container	Museum Store		Museum Store	NB9	1		0
3580	ValH	Storeroom NB9 (1)	04/02/2004	Stored	5331	MA1986.128	Museum Artefact	Museum Store	NB9 (1)	container	Museum Store		Museum Store	NB9	1		0
3581	LesB	Costume Room Box 225	05/02/2004	Stored	5332	C1993.26g	Costume	Costume room	Box 225	box	Costume room		Costume room		Box 225		0
3582	LesB	Costume Box 225	05/02/2004	Stored	5335	C1993.26j	Costume	Costume room	Box 225	box	Costume room		Costume room		Box 225		0
3583	LesB	Costume Room Box 225	10/02/2004	Stored	5341	C1993.26p	Costume	Costume room	Box 225	box	Costume room		Costume room		Box 225		0
3584	LesB	Costume Room Box 225	10/02/2004	Stored	5342	C1993.26q	Costume	Costume room	Box 225	box	Costume room		Costume room		Box 225		0
3585	LesB	Costume Room Box 225	10/02/2004	Stored	5343	C1993.26r	Costume	Costume room	Box 225	box	Costume room		Costume room		Box 225		0
3586	YokK	Costume Room	11/02/2004	Stored	5345	C1991.150	Costume	NULL	Costume room	room	Costume room		Costume room				0
3587	YokK	Tranby Room Drawer 30T	11/02/2004	Stored	5346	MA1990.122	Museum Artefact	Tranby room	Drawer 30T	drawer	Tranby room		Tranby room	Drawer 30T			1
3588	YokK	Tranby Room Doll Box 6	11/02/2004	Stored	5257	MA1989.101	Museum Artefact	Tranby room	Doll Box 6	box	Tranby room		Tranby room		Doll Box 6		0
3589	YokK	Missing 2004	04/02/2004	Stored	5277	MA1990.39	Museum Artefact	NULL	Missing 2004	container	Missing 2004		Missing 2004				0
3590	YokK	Storeroom NB8 No3	11/02/2004	Stored	5327	MA1996.56	Museum Artefact	Museum Store	NB8 No3	container	Museum Store		Museum Store	NB8	3		0
3591	YokK	Costume Room	11/02/2004	Stored	5347	C1988.65	Costume	NULL	Costume room	room	Costume room		Costume room				0
3592	YokK	Costume Room	11/02/2004	Stored	5348	C1988.227	Costume	NULL	Costume room	room	Costume room		Costume room				0
3593	YokK	Tranby Room 29B	11/02/2004	Stored	5349	MA1979.32	Museum Artefact	Tranby room	29B	container	Tranby room		Tranby room	29B			1
3594	LesB	Costume Room Box 225	17/02/2004	Stored	5351	C1989.9a-b	Costume	Costume room	Box 225	box	Costume room		Costume room		Box 225		0
3595	ValH	Storeroom, NB10 (1)	17/02/2004	Stored	5356	MA1985.175a,b	Museum Artefact	Museum Store	NB10 (1)	container	Museum Store		Museum Store	NB10	1		0
3596	ValH	Storeroom SB2 No. 1	17/02/2004	Stored	5357	MA1988.189	Museum Artefact	Museum Store	SB2 No. 1	container	Museum Store		Museum Store	SB2	1		0
3597	ValH	Storeroom NB 13 (1)	17/02/2004	Stored	5358	MA1988.190	Museum Artefact	Museum Store	NB 13 (1)	container	Museum Store		Museum Store	NB13	1		0
3598	YokK	Costume Room	18/02/2004	Stored	5360	C1984.336	Costume	NULL	Costume room	room	Costume room		Costume room				0
3599	LesB	Costume Room 225	24/02/2004	Stored	5364	C1998.42a-b	Costume	Costume room	225	container	Costume room		Costume room		225		0
3600	LesB	Costume Room Box 239	24/02/2004	Stored	5365	C1999.57b-i, k	Costume	Costume room	Box 239	box	Costume room		Costume room		Box 239		0
3601	LesB	Costume Room	24/02/2004	Stored	5366	C1993.90	Costume	NULL	Costume room	room	Costume room		Costume room				0
3602	LesB	Costume Room Box 225	24/02/2004	Stored	5367	C1999.59	Costume	Costume room	Box 225	box	Costume room		Costume room		Box 225		0
3603	YokK	Top Room, Coffer	25/02/2004	Stored	5201	MA1975.60	Museum Artefact	NULL	Top Room, Coffer	container	Top Room, Coffer	Top Room	Top Room	Coffer			1
3604	YokK	Foyer Showcase	25/02/2004	Stored	5209	MA1989.25	Museum Artefact	Foyer	Showcase	container	Foyer		Foyer				0
3605	YokK	Tranby Room Doll Box	25/02/2004	Stored	5219	MA1991.112	Museum Artefact	Tranby room	Doll Box	box	Tranby room		Tranby room		Doll Box		0
3606	LesB	Costume Room Box 239	02/03/2004	Stored	5368	C2000.12a-d	Costume	Costume room	Box 239	box	Costume room		Costume room		Box 239		0
3607	LesB	Costume Room	02/03/2004	Stored	5369	C1984.320a-c	Costume	NULL	Costume room	room	Costume room		Costume room				0
3608	LesB	Costume Room	02/03/2004	Stored	5370	C1984.372a-b	Costume	NULL	Costume room	room	Costume room		Costume room				0
3609	LesB	Tranby Room 28J	02/03/2004	Stored	5373	C1990.92	Costume	Tranby room	28J	container	Tranby room		Tranby room	28J			1
3610	JILLM	Tranby Room Drawer 29R	03/03/2004	Stored	5376	MA1978.23	Museum Artefact	Tranby room	Drawer 29R	drawer	Tranby room		Tranby room	Drawer 29R			1
3617	LesB	Costume Room	09/03/2004	Stored	5384	C1991.38	Costume	NULL	Costume room	room	Costume room		Costume room				0
3618	LesB	Costume Room Box 4	09/03/2004	Stored	5387	C1993.25a-b	Costume	Costume room	Box 4	box	Costume room		Costume room		Box 4		0
3619	CulG	Tranby Room Drawer 29Q	09/03/2004	Stored	5388	MA1978.21	Museum Artefact	Tranby room	Drawer 29Q	drawer	Tranby room		Tranby room	Drawer 29Q			1
3620	CulG	Tranby Room Drawer 29Q	10/03/2004	Stored	5389	MA1982.1983	Museum Artefact	Tranby room	Drawer 29Q	drawer	Tranby room		Tranby room	Drawer 29Q			1
3629	JILLM	Storeroom NB1	15/03/2004	Stored	4037	MA1992.43A-C	Museum Artefact	Museum Store	NB1	container	Museum Store		Museum Store	NB1			0
3630	Curator	Artworks Store Room C8	5/11/1998	Stored	18	A1986.52	ArtWork	Artworks room	C8	container	Artworks room		Artworks room	C8			0
3631	JILLM	Artworks Store Room C2	14/02/2000	Stored	197	A1986.68	ArtWork	Artworks room	C2	container	Artworks room		Artworks room	C2			0
3632	JILLM	Artworks Store Room C2	29/05/2000	Stored	198	A1986.69	ArtWork	Artworks room	C2	container	Artworks room		Artworks room	C2			0
3633	JILLM	Artworks Store Room B9	4/11/1998	Stored	7	A1991.101	ArtWork	Artworks room	B9	container	Artworks room		Artworks room	B9			0
3634	JILLM	Artworks Store Room B9	4/11/1998	Stored	9	A1991.103	ArtWork	Artworks room	B9	container	Artworks room		Artworks room	B9			0
3635	JILLM	Artworks Store Room B9	29/05/2000	Stored	137	A1991.102	ArtWork	Artworks room	B9	container	Artworks room		Artworks room	B9			0
3636	JILLM	Artworks Store Room C7	29/05/2000	Stored	161	A1990.115	ArtWork	Artworks room	C7	container	Artworks room		Artworks room	C7			0
3637	JILLM	Artworks Store Room B8	29/05/2000	Stored	199	A1991.123	ArtWork	Artworks room	B8	container	Artworks room		Artworks room	B8			0
3638	JILLM	Artworks Store Room A10	14/02/2000	Stored	201	A1964.21f	ArtWork	Artworks room	A10	container	Artworks room		Artworks room	A10			0
3639	JILLM	Artworks Store Room A9	27/10/1999	Stored	138	A1972.22a	ArtWork	Artworks room	A9	container	Artworks room		Artworks room	A9			0
3640	JILLM	Artworks Store Room A9	27/10/1999	Stored	139	A1972.22b	ArtWork	Artworks room	A9	container	Artworks room		Artworks room	A9			0
3641	JILLM	Artworks Store Room A9	10/11/1999	Stored	140	A1972.22c	ArtWork	Artworks room	A9	container	Artworks room		Artworks room	A9			0
3642	JILLM	Artworks Store Room A9	10/11/1999	Stored	141	A1972.22d	ArtWork	Artworks room	A9	container	Artworks room		Artworks room	A9			0
3643	JILLM	Artworks Store Room C4	17/03/2004	Stored	142	A1946.2a	ArtWork	Artworks room	C4	container	Artworks room		Artworks room	C4			0
3654	LesB	Costume Room Box 4	18/03/2004	Stored	5409	C1993.74	Costume	Costume room	Box 4	box	Costume room		Costume room		Box 4		0
3655	LesB	Costume Room Box 6	18/03/2004	Stored	5411	C1998.70a-d	Costume	Costume room	Box 6	box	Costume room		Costume room		Box 6		0
3656	LesB	Costume Room Box 124	18/03/2004	Stored	5412	C1984.79a	Costume	Costume room	Box 124	box	Costume room		Costume room		Box 124		0
3657	LesB	Costume Room	18/03/2004	Stored	5414	C1990.11f-h	Costume	NULL	Costume room	room	Costume room		Costume room				0
3658	Curator	Artworks Store Room C1	5/11/1998	Stored	16	A1986.115	ArtWork	Artworks room	C1	container	Artworks room		Artworks room	C1			0
3659	Curator	Artworks Store Room C7	10/11/1999	Stored	143	A1990.2	ArtWork	Artworks room	C7	container	Artworks room		Artworks room	C7			0
3660	JILLM	Foyer	5/11/1998	Displayed	19	A1971.4	ArtWork	NULL	Foyer	room	Foyer		Foyer				0
3661	JILLM	Foyer	29/05/2000	Displayed	203	A1900.232	ArtWork	NULL	Foyer	room	Foyer		Foyer				0
3662	JILLM	Tranby Room 29Q	23/03/2004	Stored	5416	MA1982.72	Museum Artefact	Tranby room	29Q	container	Tranby room		Tranby room	29Q			1
3663	JILLM	Tranby Room 28R	23/03/2004	Stored	5418	MA1978.22	Museum Artefact	Tranby room	28R	container	Tranby room		Tranby room	28R			1
3664	LesB	Tranby Room 29Q	23/03/2004	Stored	5419	MA1979.244a-c	Museum Artefact	Tranby room	29Q	container	Tranby room		Tranby room	29Q			1
3665	Curator	Artworks Store Room B10	19/10/1999	Stored	133	A1900.47	ArtWork	Artworks room	B10	container	Artworks room		Artworks room	B10			0
3666	JILLM	Artworks Store Room C4	29/05/2000	Stored	146	A1991.86	ArtWork	Artworks room	C4	container	Artworks room		Artworks room	C4			0
3667	Curator	Artworks Store Room C3	11/11/1998	Stored	49	A1900.195	ArtWork	Artworks room	C3	container	Artworks room		Artworks room	C3			0
3668	Curator	Artworks Store Room C3	5/11/1998	Stored	15	A1900.188	ArtWork	Artworks room	C3	container	Artworks room		Artworks room	C3			0
3669	Curator	Artworks Store Room B4	5/11/1998	Stored	20	A1900.53	ArtWork	Artworks room	B4	container	Artworks room		Artworks room	B4			0
3670	LesB	Tranby Room 29T	30/03/2004	Stored	5426	MA1984.20	Museum Artefact	Tranby room	29T	container	Tranby room		Tranby room	29T			1
3671	LesB	Tranby Room 13	30/03/2004	Stored	5429	MA1984.47	Museum Artefact	Tranby room	13	container	Tranby room		Tranby room				0
3672	ValH	Storeroom SB2 No.1	30/03/2004	Stored	5428	MA1984.148	Museum Artefact	Museum Store	SB2 No.1	container	Museum Store		Museum Store	SB2	1		0
3673	LesB	Tranby Room 29P	30/03/2004	Stored	5431	MA1984.219a-b	Museum Artefact	Tranby room	29P	container	Tranby room		Tranby room	29P			1
3674	ValH	Tranby Room, Drawer 36	30/03/2004	Stored	5432	MA1949.11(I)	Museum Artefact	Tranby room	Drawer 36	drawer	Tranby room		Tranby room	Drawer 36			1
3675	LesB	Tranby Room 29T	30/03/2004	Stored	5433	MA1986.44	Museum Artefact	Tranby room	29T	container	Tranby room		Tranby room	29T			1
3676	LesB	Tranby Room 29Q	30/03/2004	Stored	5434	MA1986.227a-b	Museum Artefact	Tranby room	29Q	container	Tranby room		Tranby room	29Q			1
3677	LesB	Tranby Room 28i	30/03/2004	Stored	5435	MA1979.249	Museum Artefact	Tranby room	28i	container	Tranby room		Tranby room	28i			1
3678	LesB	See placement card	30/03/2004	Stored	5436	MA1936.25	Museum Artefact	NULL	See placement card	container	See placement card		See placement card				0
3679	ValH	Tranby Room Drawer 13	30/03/2004	Stored	5437	MA1951.9	Museum Artefact	Tranby room	Drawer 13	drawer	Tranby room		Tranby room	Drawer 13			0
3680	ValH	Tranby Room, Drawer 30 - M (?)	30/03/2004	Stored	5438	MA1983.249	Museum Artefact	Tranby room	Drawer 30 - M (?)	drawer	Tranby room		Tranby room	Drawer 30-M			1
3681	ValH	Tranby Room, Drawer 36	30/03/2004	Stored	5440	MA1984.284	Museum Artefact	Tranby room	Drawer 36	drawer	Tranby room		Tranby room	Drawer 36			1
3686	Curator	Artworks Store Room Top shelf, 3 boxes	10/11/1999	Stored	147	A1996.47	ArtWork	Artworks room	Top shelf, 3 boxes	box	Artworks room		Artworks room		Top shelf, 3 boxes		1
3687	Curator	Artworks Store Room, Top shelf, 3 boxes	24/11/1999	Stored	154	A1996.48a	ArtWork	Artworks room	Top shelf, 3 boxes	box	Artworks room		Artworks room		Top shelf, 3 boxes		1
3688	Curator	Artworks Store Room, Top shelf, 3 boxes	24/11/1999	Stored	155	A1996.48b	ArtWork	Artworks room	Top shelf, 3 boxes	box	Artworks room		Artworks room		Top shelf, 3 boxes		1
3689	Curator	Artworks Store Room, Top shelf, 3 boxes	8/12/1999	Stored	163	A1996.49a	ArtWork	Artworks room	Top shelf, 3 boxes	box	Artworks room		Artworks room		Top shelf, 3 boxes		1
3690	Curator	Artworks Store Room, Top shelf, 3 boxes	8/12/1999	Stored	164	A1996.49b	ArtWork	Artworks room	Top shelf, 3 boxes	box	Artworks room		Artworks room		Top shelf, 3 boxes		1
3691	Curator	Artworks Store Room, Top shelf, 3 boxes	8/12/1999	Stored	165	A1996.49c	ArtWork	Artworks room	Top shelf, 3 boxes	box	Artworks room		Artworks room		Top shelf, 3 boxes		1
3692	Curator	Artworks Store Room, Top shelf, 3 boxes	8/12/1999	Stored	166	A1996.49d	ArtWork	Artworks room	Top shelf, 3 boxes	box	Artworks room		Artworks room		Top shelf, 3 boxes		1
3693	Curator	Artworks Store Room, Top shelf, 3 boxes	8/12/1999	Stored	167	A1996.49e	ArtWork	Artworks room	Top shelf, 3 boxes	box	Artworks room		Artworks room		Top shelf, 3 boxes		1
3694	Curator	Artworks Store Room, Top shelf, 3 boxes	8/12/1999	Stored	168	A1996.49f	ArtWork	Artworks room	Top shelf, 3 boxes	box	Artworks room		Artworks room		Top shelf, 3 boxes		1
3695	Curator	Artworks Store Room, Top shelf, 3 boxes	8/12/1999	Stored	169	A1996.49g	ArtWork	Artworks room	Top shelf, 3 boxes	box	Artworks room		Artworks room		Top shelf, 3 boxes		1
3696	Curator	Artworks Store Room, Top shelf, 3 boxes	8/12/1999	Stored	170	A1996.49h	ArtWork	Artworks room	Top shelf, 3 boxes	box	Artworks room		Artworks room		Top shelf, 3 boxes		1
3697	Curator	Artworks Store Room, Top shelf, 3 boxes	8/12/1999	Stored	171	A1996.49I	ArtWork	Artworks room	Top shelf, 3 boxes	box	Artworks room		Artworks room		Top shelf, 3 boxes		1
3698	Curator	Artworks Store Room, Top shelf, 3 boxes	8/12/1999	Stored	172	A1996.49j	ArtWork	Artworks room	Top shelf, 3 boxes	box	Artworks room		Artworks room		Top shelf, 3 boxes		1
3699	Curator	Artworks Store Room, Top shelf, 3 boxes	8/12/1999	Stored	173	A1996.49k	ArtWork	Artworks room	Top shelf, 3 boxes	box	Artworks room		Artworks room		Top shelf, 3 boxes		1
3700	Curator	Artworks Store Room, Top shelf, 3 boxes	8/12/1999	Stored	174	A1996.49l	ArtWork	Artworks room	Top shelf, 3 boxes	box	Artworks room		Artworks room		Top shelf, 3 boxes		1
3701	LESB	Tranby Room Drawer 16	06/04/2004	Stored	5445	MA1999.3	Museum Artefact	Tranby room	Drawer 16	drawer	Tranby room		Tranby room	Drawer 16			0
3702	LESB	See placement card.	07/04/2004	Stored	3799	MA2002.2a-b	Museum Artefact	NULL	See placement card.	container	See placement card.		See placement card				1
3703	LESB	Tranby Room 28i	07/04/2004	Stored	5450	MA1979.254c	Museum Artefact	Tranby room	28i	container	Tranby room		Tranby room	28i			1
3704	LESB	Tranby Room 28b	07/04/2004	Stored	5451	MA1983.228	Museum Artefact	Tranby room	28b	container	Tranby room		Tranby room	28b			1
3705	LESB	Tranby Room 28J	07/04/2004	Stored	5455	MA1986.125	Museum Artefact	Tranby room	28J	container	Tranby room		Tranby room	28J			1
3706	ValH	Tranby Room Drawer 30 I	03/02/2004	Stored	5316	MA1990.49c	Museum Artefact	Tranby room	Drawer 30 I	drawer	Tranby room		Tranby room	Drawer 30 I			1
3707	ValH	Tranby Room Drawer 270	13/04/2004	Stored	5456	MA1987.215a-b	Museum Artefact	Tranby room	Drawer 270	drawer	Tranby room		Tranby room	Drawer 270			1
3708	ValH	Tranby Room 30M	13/04/2004	Stored	4432	MA1985.234	Museum Artefact	Tranby room	30M	container	Tranby room		Tranby room	30M			1
3709	ValH	Tranby Room, Q 27	13/04/2004	Stored	5458	MA1988.150	Museum Artefact	Tranby room	Q 27	container	Tranby room		Tranby room				1
3710	ValH	Tranby Room 27 N	13/04/2004	Stored	5459	MA1988.287	Museum Artefact	Tranby room	27 N	container	Tranby room		Tranby room	27 N			1
3711	ValH	Tranby Room 30M	13/04/2004	Stored	5460	MA1984.346	Museum Artefact	Tranby room	30M	container	Tranby room		Tranby room	30M			1
3712	ValH	Tranby Room	13/04/2004	Stored	5461	MA1984.347a-b	Museum Artefact	NULL	Tranby room	room	Tranby room		Tranby room				0
3718	Curator	Artworks Store Room, Top shelf, 3 boxes	8/12/1999	Stored	175	A1996.49m	ArtWork	Artworks room	Top shelf, 3 boxes	box	Artworks room		Artworks room	Top Shelf	3 boxes		1
3719	Curator	Artworks Store Room, Top shelf, 3 boxes	8/12/1999	Stored	176	A1996.49n	ArtWork	Artworks room	Top shelf, 3 boxes	box	Artworks room		Artworks room	Top Shelf	3 boxes		1
3720	Curator	artworks Store Room, Top shelf, B7	5/11/1998	Stored	2	A1949.11o	ArtWork	Artworks room	Top shelf, B7	container	Artworks room		Artworks room	B7			1
3721	JILLM	Artworks Store Room, Top shelf, C6	29/05/2000	Stored	22	A1983.198	ArtWork	Artworks room	Top shelf, C6	container	Artworks room		Artworks room	C6			1
3722	JILLM	Meeting Room	29/05/2000	Displayed	23	A1964.1	ArtWork	NULL	Meeting room	room	Meeting room		Meeting room				0
3723	Curator	Artworks Store Room, B2	10/11/1998	Stored	24	A1938.66a	ArtWork	Artworks room	B2	container	Artworks room		Artworks room	B2			0
3724	Curator	artworks Store Room, B2	10/11/1998	Stored	25	A1941.13	ArtWork	Artworks room	B2	container	Artworks room		Artworks room	B2			0
3725	Curator	Artworks Store Room, B2	4/11/1998	Stored	10	A1938.66b	ArtWork	Artworks room	B2	container	Artworks room		Artworks room	B2			0
3726	JILLM	Artworks Store Room, B2	29/05/2000	Stored	207	A1938.66c	ArtWork	Artworks room	B2	container	Artworks room		Artworks room	B2			0
3727	JILLM	Artworks Store Room, B3	29/05/2000	Stored	208	A1978.8	ArtWork	Artworks room	B3	container	Artworks room		Artworks room	B3			0
3728	Curator	Artworks Store Room, B3	20/10/1999	Stored	6	A1978.9	ArtWork	Artworks room	B3	container	Artworks room		Artworks room	B3			0
3729	JILLM	Artworks Store Room, B9	16/05/2000	Stored	209	A1948.14a	ArtWork	Artworks room	B9	container	Artworks room		Artworks room	B9			0
3730	JILLM	Artworks Store Room, B9	29/05/2000	Stored	210	A1948.14b	ArtWork	Artworks room	B9	container	Artworks room		Artworks room	B9			0
3731	Curator	Artworks Store Room, South wall	4/11/1998	Stored	11	A1984.367	ArtWork	Artworks room	South wall	container	Artworks room		Artworks room				0
3732	Curator	Artworks Store Room, C4	10/11/1998	Stored	26	A1978.1	ArtWork	Artworks room	C4	container	Artworks room		Artworks room	C4			0
3733	Curator	Artworks Store Room, C4	10/11/1998	Stored	28	A1978.2	ArtWork	Artworks room	C4	container	Artworks room		Artworks room	C4			0
3734	Curator	Artworks Store Room, C5	10/11/1998	Stored	29	A1988.135	ArtWork	Artworks room	C5	container	Artworks room		Artworks room	C5			0
3735	Curator	Artworks Store Room, C4	10/11/1998	Stored	30	A1998.16	ArtWork	Artworks room	C4	container	Artworks room		Artworks room	C4			0
3736	JILLM	Artworks Store Room	29/05/2000	Stored	211	A1940.14	ArtWork	NULL	Artworks room	room	Artworks room		Artworks room				0
3737	Curator	Artworks Store Room, B4	03/08/1999	Stored	8	A1937.46	ArtWork	Artworks room	B4	container	Artworks room		Artworks room	B4			0
3738	Curator	Artworks Store Room, C8	19/10/1999	Stored	132	A1999.16	ArtWork	Artworks room	C8	container	Artworks room		Artworks room	C8			0
3739	Curator	Artworks Store Room, C8	10/11/1998	Stored	31	A1937.43a	ArtWork	Artworks room	C8	container	Artworks room		Artworks room	C8			0
3740	Curator	Artworks Store Room, C8	10/11/1998	Stored	32	A1937.43b	ArtWork	Artworks room	C8	container	Artworks room		Artworks room	C8			0
3741	JILLM	Artworks Store Room, C7	07/02/2000	Stored	192	A1996.14	ArtWork	Artworks room	C7	container	Artworks room		Artworks room	C7			0
3742	JILLM	Artworks Store Room, A10	15/05/2000	Stored	212	A1947.19	ArtWork	Artworks room	A10	container	Artworks room		Artworks room	A10			0
3743	Curator	Artworks Store Room, A8	21/02/2000	Stored	213	A1986.147	ArtWork	Artworks room	A8	container	Artworks room		Artworks room	A8			0
3744	Curator	Meeting Room	03/08/1999	Displayed	8	A1937.46	ArtWork	NULL	Meeting room	room	Meeting room		Meeting room				0
3745	JILLM	Artworks Store Room, A10	29/05/2000	Stored	220	A1978.3	ArtWork	Artworks room	A10	container	Artworks room		Artworks room	A10			0
3746	Curator	Artworks Store Room, C6	10/11/1998	Stored	35	A1900.126	ArtWork	Artworks room	C6	container	Artworks room		Artworks room	C6			0
3747	Curator	Artworks Store Room, South wall	11/11/1998	Stored	37	A1900.46	ArtWork	Artworks room	South wall	container	Artworks room		Artworks room				0
3748	Curator	Artworks Store Room, B5	5/11/1998	Stored	13	A1992.16	ArtWork	Artworks room	B5	container	Artworks room		Artworks room	B5			0
3749	Curator	Artworks Store Room, B5	11/11/1998	Stored	47	A1964.26a	ArtWork	Artworks room	B5	container	Artworks room		Artworks room	B5			0
3750	Curator	Artworks Store Room, A9	11/11/1998	Stored	48	A1964.26b	ArtWork	Artworks room	A9	container	Artworks room		Artworks room	A9			0
3751	Curator	Artworks Store Room, B6	11/11/1998	Stored	38	A1900.230	ArtWork	Artworks room	B6	container	Artworks room		Artworks room	B6			0
3752	JILLM	Artworks Store Room, C3	29/05/2000	Stored	221	A1991.82	ArtWork	Artworks room	C3	container	Artworks room		Artworks room	C3			0
3753	Curator	Artworks Store Room, C9	11/11/1998	Stored	39	A1900.329	ArtWork	Artworks room	C9	container	Artworks room		Artworks room	C9			0
3754	JILLM	Artworks Store Room, South wall	29/05/2000	Stored	40	A1979.14	ArtWork	Artworks room	South wall	container	Artworks room		Artworks room				0
3755	JILLM	Artworks Store Room, A8	11/11/1998	Stored	41	A1938.66	ArtWork	Artworks room	A8	container	Artworks room		Artworks room	A8			0
3756	JILLM	Artworks Store Room, C8	11/11/1998	Stored	42	A1900.42	ArtWork	Artworks room	C8	container	Artworks room		Artworks room	C8			0
3757	JILLM	Artworks Store Room, A8	21/02/2000	Stored	223	A1900.172	ArtWork	Artworks room	A8	container	Artworks room		Artworks room	A8			0
3758	Curator	Artworks Store Room, C10	11/11/1998	Stored	43	A1900.339	ArtWork	Artworks room	C10	container	Artworks room		Artworks room	C10			0
3759	JILLM	Artworks Store Room, C7	19/04/2004	Stored	229	A1991.108	ArtWork	Artworks room	C7	container	Artworks room		Artworks room	C7			0
3760	JILLM	Artworks Store Room, C2	29/05/2000	Stored	50	A1980.236	ArtWork	Artworks room	C2	container	Artworks room		Artworks room	C2			0
3761	JILLM	Artworks Store Room, C3	08/03/2000	Stored	232	A1964.24	ArtWork	Artworks room	C3	container	Artworks room		Artworks room	C3			0
3762	Curator	Artworks Store Room, A10	11/11/1998	Stored	44	A1997.57	ArtWork	Artworks room	A10	container	Artworks room		Artworks room	A10			0
3763	Curator	Artworks Store Room, C10	11/11/1998	Stored	45	A1989.156	ArtWork	Artworks room	C10	container	Artworks room		Artworks room	C10			0
3764	JILLM	Artworks Store Room, South wall	29/05/2000	Stored	159	A1997.62	ArtWork	Artworks room	South wall	container	Artworks room		Artworks room				0
3765	JILLM	Artworks Store Room, A10	19/04/2004	Stored	233	A1971.40	ArtWork	Artworks room	A10	container	Artworks room		Artworks room	A10			0
3766	JILLM	Artworks Store Room, B5	19/04/2004	Stored	234	A1997.61	ArtWork	Artworks room	B5	container	Artworks room		Artworks room	B5			0
3767	JILLM	Tranby Room, Unframed	19/04/2004	Stored	235	A1998.20	ArtWork	Tranby room	Unframed	container	Tranby room		Tranby room				1
3768	JILLM	Artworks Store Room, C9	29/05/2000	Stored	160	A1990.1	ArtWork	Artworks room	C9	container	Artworks room		Artworks room	C9			0
3769	Curator	Artworks Store Room, C9	11/11/1998	Stored	46	A1900.41	ArtWork	Artworks room	C9	container	Artworks room		Artworks room	C9			0
3770	JILLM	Artworks Store Room, C4	13/03/2000	Stored	236	A1971.28b	ArtWork	Artworks room	C4	container	Artworks room		Artworks room	C4			0
3771	JILLM	Artworks Store Room, B8	19/04/2004	Stored	237	A1900.148	ArtWork	Artworks room	B8	container	Artworks room		Artworks room	B8			0
3772	JILLM	Artworks Store Room, B6	19/04/2004	Stored	238	A1974.33	ArtWork	Artworks room	B6	container	Artworks room		Artworks room	B6			0
3773	Curator	Artworks Store Room, C1	13/11/1998	Stored	60	A1978.66	ArtWork	Artworks room	C1	container	Artworks room		Artworks room	C1			0
3774	RosB	Costume Room Box 134	08/07/2003	Stored	4922	C2003.30a	Costume	Costume room	Box 134	box	Costume room		Costume room		Box 134		0
3775	RosB	Costume Room Box 87	22/07/2003	Stored	4949	C2003.47c	Costume	Costume room	Box 87	box	Costume room		Costume room		Box 87		0
3776	RosB	Costume Room Box 8	08/07/2003	Stored	4920	C2003.29j	Costume	Costume room	Box 8	box	Costume room		Costume room		Box 8		0
3777	RosB	Costume Room Box 236	17/06/2003	Stored	4890	C2003.29b	Costume	Costume room	Box 236	box	Costume room		Costume room		Box 236		0
3778	RosB	Costume Room Box 52	08/07/2003	Stored	4921	C2003.29k	Costume	Costume room	Box 52	box	Costume room		Costume room		Box 52		0
3779	RosB	Costume Room Box 4	17/06/2003	Stored	4897	C2003.29g	Costume	Costume room	Box 4	box	Costume room		Costume room		Box 4		0
3780	RosB	Costume Room Box 60	08/07/2003	Stored	4918	C2003.29h	Costume	Costume room	Box 60	box	Costume room		Costume room		Box 60		0
3781	RosB	Costume Room Box 247	11/03/2003	Stored	4876	C2003.18a	Costume	Costume room	Box 247	box	Costume room		Costume room		Box 247		0
3782	RosB	Costume Room Box 247	11/03/2003	Stored	4877	C2003.18b	Costume	Costume room	Box 247	box	Costume room		Costume room		Box 247		0
3783	RosB	Costume Room Box 247	18/03/2003	Stored	4883	C2003.18d	Costume	Costume room	Box 247	box	Costume room		Costume room		Box 247		0
3784	RosB	Costume Room Box 85-86	08/07/2003	Stored	4919	C2003.29I	Costume	Costume room	Box 85-86	box	Costume room		Costume room		Box 85-86		0
3785	RosB	Costume Room Commemorative Box, Box 109	11/03/2003	Stored	4875	C2003.17b	Costume	Costume room	Commemorative Box, Box 109	box	Costume room		Costume room		109		1
3786	RosB	Costume Room Commemorative Box, Box 109	11/03/2003	Stored	4874	MA2003.17a	Museum Artefact	Costume room	Commemorative Box, Box 109	box	Costume room		Costume room		109		1
3787	RosB	Costume Room Box 236	25/03/2003	Stored	4885	C2003.29a	Costume	Costume room	Box 236	box	Costume room		Costume room		Box 236		0
3788	RosB	Costume Room Box 247	18/03/2003	Stored	4882	C2003.18c	Costume	Costume room	Box 247	box	Costume room		Costume room		Box 247		0
3789	ValH	Costume Room Box 50	20/04/2004	Stored	5468	MA2004.11	Museum Artefact	Costume room	Box 50	box	Costume room		Costume room		Box 50		0
3791	JILLM	Artworks Store Room, A9	13/03/2000	Stored	242	A1986.143	ArtWork	Artworks room	A9	container	Artworks room		Artworks room	A9			0
3792	JILLM	Artworks Store Room, South wall	13/03/2000	Stored	239	A1900.335	ArtWork	Artworks room	South wall	container	Artworks room		Artworks room	South wall			0
